Timestamp,Username,Name,Email,Phone Number,Date,Time Start,Court Room Number,Judge Name 1,Judge Name 2,Notes,Attorneys Present,The judge was impartial,Explanation,The judge was professional,Explanation.1,The judge was rational,Explanation.2,The judge was compassionate,Explanation.3,The judge was respectful,Explanation.4,The judge was unbiased,Explanation.5,The judge was patient,Explanation.6,The judge was audible,Explanation.7,The judge was intelligible,Explanation.8,The judge's questions were relevant,Explanation.9,The judge's decision was understandable,Explanation.10,The judge was considerate,Explanation.11,The judge was punctual,Explanation.12,The judge was attentive,Explanation.13,The judge was prepared,Explanation.14,The judge was authoritative,Explanation.15,Is there anything else you wish to address?,Unnamed: 45
2021/04/07 10:30:00,Jennifer Wise,lopezlisa@knapp.info,Jennifer Wise,,2021/04/07,10:30:00,Chicago Courtroom 600,Donna Jackson,,,Sabrina Morris,Neutral,,Agree,,Neutral,,Strongly Agree,,Agree,,Agree,,Disagree,,Neutral,,Strongly Disagree,,Agree,,Neutral,,Neutral,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,,
2021/11/08 12:30:00,Amanda Wood,sabrinagreen@yahoo.com,Amanda Wood,,2021/11/08,12:30:00,Chicago Courtroom 702,,,,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Neutral,,Agree,,Agree,,Disagree,,Strongly Agree,,,
2021/08/10 09:30:00,Joshua Williams,grahamapril@armstrong-perez.net,Joshua Williams,,2021/08/10,9:30:00,Chicago Courtroom 102,Mark Love,,,Michael Mcclure,Neutral,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Agree,,The Judge was...,
2021/03/24 12:30:00,Sarah Gibbs,bgarcia@brown.biz,Sarah Gibbs,,2021/03/24,12:30:00,Chicago Courtroom 100,,,,Karina Rich,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Agree,,Agree,,Disagree,,Agree,,Neutral,,Agree,,Agree,,Neutral,,Agree,,Disagree,,,
2021/09/15 09:30:00,John Hood,thomaschristina@davis.net,John Hood,,2021/09/15,9:30:00,Chicago Courtroom 100,Randy Taylor,,,Karl Collins,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Disagree,,Neutral,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Strongly Disagree,,already served part of a long term and his attorney,
2021/01/18 09:30:00,Heather Bullock,adavenport@yahoo.com,Heather Bullock,,2021/01/18,9:30:00,Chicago Courtroom 100,,,,Gerald Douglas,Neutral,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Neutral,,Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Agree,,Agree,,Disagree,,,
2021/09/02 11:00:00,Nicole Chandler,amythompson@lee-leblanc.com,Nicole Chandler,,2021/09/02,11:00:00,Chicago Courtroom 100,Cynthia Stevens,,,Stephanie Mccann,Strongly Disagree,,Agree,,Agree,,Neutral,,Strongly Agree,,Agree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Disagree,,Pobation office was OK with the outcome...,
2021/10/11 10:30:00,Dawn Perry,darrencoleman@reed.com,Dawn Perry,,2021/10/11,10:30:00,Chicago Courtroom 202,Jodi Jimenez,,,,Agree,,Agree,,Disagree,,Agree,,Agree,,Disagree,,Agree,,Neutral,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Neutral,,Disagree,,Agree,,,
2021/12/01 09:30:00,Joseph Jones,ystone@gmail.com,Joseph Jones,,2021/12/01,9:30:00,Chicago Courtroom 606,Mary Weber,,,Angela Boyer,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Neutral,,Neutral,,Agree,,Agree,,Strongly Agree,,Agree,,Neutral,,Strongly Disagree,,Neutral,,Strongly Agree,,Strongly Agree,,The man said...,
2021/12/28 12:00:00,Lisa Crawford,obarrera@turner.com,Lisa Crawford,,2021/12/28,12:00:00,Chicago Courtroom 506,Alejandro Kim,,,Matthew Davis,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Disagree,,Strongly Agree,,Neutral,,Strongly Disagree,,Neutral,,Disagree,,already served part of a long term and his attorney,
2021/11/04 12:30:00,Benjamin Scott,fernandeztoni@yahoo.com,Benjamin Scott,,2021/11/04,12:30:00,Chicago Courtroom 700,,,,Edgar Weiss,Agree,,Agree,,Strongly Disagree,,Strongly Disagree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,I could not...,
2021/09/07 12:30:00,Sarah Gibbs,bgarcia@brown.biz,Sarah Gibbs,,2021/09/07,12:30:00,Chicago Courtroom 700,Cindy Wright,,,Michael Howard,Strongly Agree,,Agree,,Neutral,,Agree,,Disagree,,Neutral,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,was very understanding of folks,
2021/06/29 12:30:00,Gregory Campbell,kimberlyflores@harris-alvarado.com,Gregory Campbell,,2021/06/29,12:30:00,Chicago Courtroom 700,Jeffrey Martinez,,,Jennifer Miller,Agree,,Neutral,,Agree,,Agree,,Strongly Disagree,,Neutral,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Disagree,,Strongly Agree,,Agree,,Neutral,,Strongly Agree,,The police officer was...,
2021/08/03 12:30:00,Daniel Miller,heidiwilliams@hotmail.com,Daniel Miller,,2021/08/03,12:30:00,Chicago Courtroom 100,Deborah Davis,,,Tristan Barry,Agree,,Strongly Agree,,Neutral,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Disagree,,Strongly Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,PD asked for community service,
2021/08/04 09:00:00,George Ibarra,gle@mckee.info,George Ibarra,,2021/08/04,9:00:00,Chicago Courtroom 100,,,,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Disagree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Disagree,,Strongly Disagree,,The police officer was...,
2021/08/03 12:30:00,Haley Cowan,david94@ortega-moss.com,Haley Cowan,,2021/08/03,12:30:00,Chicago Courtroom 100,Teresa Harvey,,,Danielle Fisher,Strongly Disagree,,Strongly Disagree,,Strongly Disagree,,Neutral,,Strongly Disagree,,Strongly Disagree,,Strongly Disagree,,Neutral,,Neutral,,Disagree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,,
2021/10/01 12:30:00,John Hood,thomaschristina@davis.net,John Hood,,2021/10/01,12:30:00,Chicago Courtroom 307,Virginia Chandler,,,Sarah Crosby,Strongly Disagree,,Neutral,,Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Neutral,,Strongly Disagree,,Strongly Agree,,Agree,,Agree,,Disagree,,patient,
2021/03/08 12:30:00,Austin Allen,simpsonkevin@yahoo.com,Austin Allen,,2021/03/08,12:30:00,Chicago Courtroom 100,Dawn Gomez,,,Jennifer Mitchell,Neutral,,Strongly Agree,,Agree,,Agree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,patient,
2021/10/19 10:30:00,Shannon Gross,lisagonzalez@wells.org,Shannon Gross,,2021/10/19,10:30:00,Chicago Courtroom 308,John Noble,,,Elizabeth Gregory,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Agree,,Strongly Disagree,,Agree,,Everything seemed,
2021/11/03 12:30:00,Brad Walker,bobbyrichard@hotmail.com,Brad Walker,,2021/11/03,12:30:00,Chicago Courtroom 700,Dr. Chad Small,,,Michael Mcclure,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Disagree,,Neutral,,Agree,,Disagree,,Neutral,,Strongly Agree,,Neutral,,Neutral,,Agree,,Neutral,,Strongly Agree,,Agree,,The defendant...,
2021/08/11 09:00:00,Jorge Steele,barbarawilson@brown.com,Jorge Steele,,2021/08/11,9:00:00,Chicago Courtroom 302,,,,Joseph Brown,Neutral,,Strongly Disagree,,Agree,,Neutral,,Neutral,,Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Neutral,,Strongly Agree,,Strongly Agree,,,
2021/03/22 12:00:00,Michael Lawrence,kimberlybyrd@carter.org,Michael Lawrence,,2021/03/22,12:00:00,Chicago Courtroom 307,Jean Colon,,,Elizabeth Gregory,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Agree,,Agree,,Neutral,,Neutral,,Neutral,,,
2021/04/19 12:30:00,Corey Robinson,sevans@pruitt-johnson.com,Corey Robinson,,2021/04/19,12:30:00,Chicago Courtroom 306,,,,Evelyn Smith,Neutral,,Agree,,Neutral,,Strongly Agree,,Neutral,,Neutral,,Strongly Disagree,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Agree,,Neutral,,Agree,,Strongly Agree,,and the judge explained to defendant,
2021/02/03 10:00:00,Sarah Gibbs,bgarcia@brown.biz,Sarah Gibbs,,2021/02/03,10:00:00,Chicago Courtroom 100,Sherry Williams,,,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Neutral,,Disagree,,Agree,,Strongly Disagree,,Agree,,Disagree,,Neutral,,Neutral,,Disagree,,Agree,,Agree,,charge was violation of bail bond,
2021/02/18 09:30:00,Corey Robinson,sevans@pruitt-johnson.com,Corey Robinson,,2021/02/18,9:30:00,Chicago Courtroom 205,Tammy Nielsen DVM,,,Tiffany Byrd,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Agree,,Strongly Disagree,,Strongly Disagree,,Agree,,Neutral,,Neutral,,Agree,,Agree,,Agree,,Agree,,I think the judge was transparent...,
2021/10/22 11:00:00,Daniel Miller,heidiwilliams@hotmail.com,Daniel Miller,,2021/10/22,11:00:00,Chicago Courtroom 606,,,,Anne Gentry,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Disagree,,Agree,,Agree,,Neutral,,Strongly Agree,,Agree,,Neutral,,Strongly Agree,,Neutral,,Disagree,,proper steps so far it appears,
2021/09/27 09:30:00,Jennifer Miles,aburton@osborne.com,Jennifer Miles,,2021/09/27,9:30:00,Chicago Courtroom 102,,,,Christopher White,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Disagree,,Neutral,,Neutral,,Agree,,Agree,,Agree,,Strongly Disagree,,Agree,,Neutral,,Neutral,,Strongly Agree,,Agree,,,
2021/02/23 09:30:00,Dawn Perry,darrencoleman@reed.com,Dawn Perry,,2021/02/23,9:30:00,Chicago Courtroom 206,,,,Jason Ali,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Agree,,patient,
2021/01/04 09:30:00,Nicholas Spencer,branchtammy@gmail.com,Nicholas Spencer,,2021/01/04,9:30:00,Chicago Courtroom 700,,,,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Agree,,Neutral,,Disagree,,Strongly Disagree,,Strongly Agree,,Disagree,,Strongly Agree,,Neutral,,Neutral,,Everything seemed,
2021/12/13 10:30:00,Laura White,dannysolis@clarke-hernandez.biz,Laura White,,2021/12/13,10:30:00,Chicago Courtroom 100,Laura Sanchez,,,Veronica Bolton,Strongly Disagree,,Disagree,,Strongly Disagree,,Disagree,,Neutral,,Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Disagree,,,
2021/01/22 12:30:00,Jessica Lee,paula05@kirby-nguyen.com,Jessica Lee,,2021/01/22,12:30:00,Chicago Courtroom 100,,,,Julie Dunlap,Neutral,,Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Agree,,Strongly Agree,,Agree,,Neutral,,Neutral,,Agree,,Strongly Agree,,Agree,,Offered a continuance due to private...,
2021/11/23 12:30:00,Dawn Perry,darrencoleman@reed.com,Dawn Perry,,2021/11/23,12:30:00,Chicago Courtroom 100,Sherry Jones,,,Megan Jones,Neutral,,Strongly Agree,,Disagree,,Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Disagree,,Agree,,Strongly Disagree,,Strongly Disagree,,Strongly Agree,,The attorney was...,
2021/09/22 12:30:00,Susan Barajas,lewisvictor@adkins-powell.com,Susan Barajas,,2021/09/22,12:30:00,Chicago Courtroom 100,Ana Buckley,,,April Kim,Agree,,Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Neutral,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Disagree,,Agree,,Strongly Agree,,patient,
2021/02/01 09:30:00,Cheyenne Harris,alisonlopez@kim.com,Cheyenne Harris,,2021/02/01,9:30:00,Chicago Courtroom 100,Jeffrey Smith,,,,Neutral,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Strongly Agree,,Disagree,,Disagree,,Agree,,Neutral,,Disagree,,Neutral,,The Judge was...,
2021/05/18 11:00:00,James Strong,dianebrown@hotmail.com,James Strong,,2021/05/18,11:00:00,Chicago Courtroom 102,Jennifer Alvarado,,,Joseph Savage,Agree,,Strongly Disagree,,Agree,,Neutral,,Strongly Agree,,Disagree,,Neutral,,Disagree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Disagree,,Neutral,,Neutral,,Strongly Disagree,,,
2021/03/24 09:30:00,Anna Jackson,hughesjessica@cruz.com,Anna Jackson,,2021/03/24,9:30:00,Chicago Courtroom 100,Brian Morrison,,,Mario Butler PhD,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Neutral,,Neutral,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Disagree,,Disagree,,Neutral,,Disagree,,Strongly Agree,,,
2021/05/18 10:30:00,Mr. Brandon Caldwell DDS,vmorris@hayes.com,Mr. Brandon Caldwell DDS,,2021/05/18,10:30:00,Chicago Courtroom 205,Casey Allison,,,Ms. Cindy Wyatt DVM,Agree,,Strongly Agree,,Agree,,Neutral,,Neutral,,Strongly Disagree,,Strongly Agree,,Strongly Disagree,,Agree,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,The man said...,
2021/08/03 12:30:00,Ann Taylor,brownelizabeth@gmail.com,Ann Taylor,,2021/08/03,12:30:00,Chicago Courtroom 100,Jessica Pugh,,,,Neutral,,Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Neutral,,Neutral,,Agree,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Strongly Disagree,,,
2021/09/06 12:30:00,Jill Weaver,ramirezandrew@gmail.com,Jill Weaver,,2021/09/06,12:30:00,Chicago Courtroom 203,John Ramirez,,,Mr. Jesse Ramsey,Disagree,,Agree,,Neutral,,Strongly Agree,,Agree,,Agree,,Disagree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Disagree,,Agree,,Agree,,,
2021/09/15 12:00:00,Joseph Vargas,bevans@solis.biz,Joseph Vargas,,2021/09/15,12:00:00,Chicago Courtroom 102,Lawrence Bradley,,,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Neutral,,Disagree,,Strongly Agree,,Neutral,,Agree,,Agree,,Neutral,,Strongly Disagree,,Neutral,,Strongly Agree,,Disagree,,Offered a continuance due to private...,
2021/01/20 10:00:00,Daniel Davis,yhernandez@mccoy-malone.org,Daniel Davis,,2021/01/20,10:00:00,Chicago Courtroom 100,Susan Taylor,,,Michael Harper,Neutral,,Agree,,Strongly Agree,,Disagree,,Disagree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,,
2021/05/28 12:00:00,David Hernandez,allison17@henry-harris.biz,David Hernandez,,2021/05/28,12:00:00,Chicago Courtroom 100,Jason Jacobs,,,Victoria James,Strongly Agree,,Neutral,,Disagree,,Neutral,,Disagree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Disagree,,Neutral,,Agree,,Neutral,,Disagree,,Neutral,,Neutral,,was very understanding of folks,
2021/05/03 09:30:00,Eric Dennis,jennifer09@wilson-valdez.org,Eric Dennis,,2021/05/03,9:30:00,Chicago Courtroom 602,Kevin Calhoun,,,,Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Neutral,,Agree,,Disagree,,Agree,,Strongly Agree,,Disagree,,Disagree,,Strongly Disagree,,Strongly Disagree,,Agree,,I think the judge was transparent...,
2021/11/29 12:00:00,David Hernandez,allison17@henry-harris.biz,David Hernandez,,2021/11/29,12:00:00,Chicago Courtroom 100,,,,Robert Davis,Strongly Agree,,Neutral,,Disagree,,Agree,,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Defendant did not have an attorney,
2021/12/09 10:30:00,Kathleen Riggs,samanthahall@gmail.com,Kathleen Riggs,,2021/12/09,10:30:00,Chicago Courtroom 100,Ruth Mullins,,,,Strongly Disagree,,Strongly Agree,,Disagree,,Agree,,Neutral,,Agree,,Neutral,,Neutral,,Agree,,Strongly Disagree,,Strongly Agree,,Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,,
2021/06/18 09:30:00,Amanda Padilla,charlesgarcia@glover.com,Amanda Padilla,,2021/06/18,9:30:00,Chicago Courtroom 100,Matthew Schneider,,,Andre Shaw,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,The defendant...,
2021/11/11 12:30:00,Jeffrey James,hannahpena@gmail.com,Jeffrey James,,2021/11/11,12:30:00,Chicago Courtroom 301,Tara Brown,,,Jeffrey Smith Jr.,Disagree,,Agree,,Disagree,,Strongly Agree,,Agree,,Neutral,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Disagree,,Neutral,,Neutral,,Agree,,,
2021/08/16 11:00:00,Nicholas Spencer,branchtammy@gmail.com,Nicholas Spencer,,2021/08/16,11:00:00,Chicago Courtroom 100,Taylor Graham,,,Barbara Rodriguez,Strongly Agree,,Agree,,Disagree,,Neutral,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Agree,,Neutral,,Agree,,Agree,,The hearing went quickly,
2021/03/29 09:30:00,Jennifer Moore,jacksonmichael@yahoo.com,Jennifer Moore,,2021/03/29,9:30:00,Chicago Courtroom 102,,,,Robert Kim,Disagree,,Neutral,,Neutral,,Strongly Agree,,Neutral,,Disagree,,Neutral,,Neutral,,Strongly Disagree,,Agree,,Strongly Disagree,,Disagree,,Neutral,,Strongly Agree,,Neutral,,Agree,,The hearing went quickly,
2021/09/13 12:30:00,Shaun Chandler,mcantu@yahoo.com,Shaun Chandler,,2021/09/13,12:30:00,Chicago Courtroom 504,,,,,Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Neutral,,Defendant did not have an attorney,
2021/03/24 09:30:00,Shaun Chandler,mcantu@yahoo.com,Shaun Chandler,,2021/03/24,9:30:00,Chicago Courtroom 100,,,,Rita Rodriguez,Neutral,,Neutral,,Agree,,Strongly Agree,,Disagree,,Agree,,Neutral,,Agree,,Agree,,Strongly Agree,,Disagree,,Agree,,Agree,,Disagree,,Agree,,Strongly Agree,,,
2021/12/10 11:00:00,Jennifer Blackburn,smithdenise@melton-goodman.info,Jennifer Blackburn,,2021/12/10,11:00:00,Chicago Courtroom 602,Stephen Sutton,,,Donald Gordon,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Strongly Disagree,,Disagree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Neutral,,,
2021/06/23 12:00:00,Theresa Schroeder,wheelertyler@gmail.com,Theresa Schroeder,,2021/06/23,12:00:00,Chicago Courtroom 700,,,,Matthew Henderson,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Disagree,,Neutral,,Agree,,Neutral,,Strongly Agree,,Disagree,,Strongly Agree,,Disagree,,Agree,,Strongly Agree,,Disagree,,PD asked for community service,
2021/11/23 12:30:00,Erika Craig,xlewis@nelson.org,Erika Craig,,2021/11/23,12:30:00,Chicago Courtroom 504,Andrew Maxwell,,,Rachel Clark,Strongly Agree,,Disagree,,Agree,,Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Disagree,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Neutral,,,
2021/08/31 10:30:00,Laura Hampton,bradley75@gmail.com,Laura Hampton,,2021/08/31,10:30:00,Chicago Courtroom 100,Cynthia Stevens,,,,Neutral,,Agree,,Strongly Disagree,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Neutral,,Agree,,Strongly Disagree,,Neutral,,Strongly Disagree,,Agree,,The Court was...,
2021/06/08 12:30:00,Phillip Brooks,faulknerdavid@norris.com,Phillip Brooks,,2021/06/08,12:30:00,Chicago Courtroom 100,Kyle Escobar,,,,Strongly Agree,,Strongly Disagree,,Strongly Disagree,,Disagree,,Strongly Disagree,,Agree,,Neutral,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Disagree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,,
2021/05/17 12:30:00,Dawn Perry,darrencoleman@reed.com,Dawn Perry,,2021/05/17,12:30:00,Chicago Courtroom 100,,,,Shawn Ortega,Strongly Disagree,,Strongly Agree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Neutral,,Agree,,Agree,,Strongly Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Agree,,Neutral,,Disagree,,,
2021/02/22 09:30:00,Andrea Hanson,benjaminjones@reynolds-wilcox.com,Andrea Hanson,,2021/02/22,9:30:00,Chicago Courtroom 504,Barbara Marshall MD,,,Karen Gilbert,Strongly Agree,,Agree,,Strongly Agree,,Disagree,,Neutral,,Agree,,Strongly Disagree,,Agree,,Strongly Disagree,,Disagree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,,
2021/09/07 09:30:00,Haley Cowan,david94@ortega-moss.com,Haley Cowan,,2021/09/07,9:30:00,Chicago Courtroom 101,,,,,Strongly Agree,,Disagree,,Disagree,,Neutral,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,I think the judge was transparent...,
2021/04/27 11:00:00,Lisa Rangel,danielbrown@yahoo.com,Lisa Rangel,,2021/04/27,11:00:00,Chicago Courtroom 100,Danielle Nguyen,,,Sandra Casey,Strongly Disagree,,Disagree,,Strongly Agree,,Neutral,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Disagree,,Neutral,,Strongly Disagree,,Agree,,Strongly Agree,,Neutral,,Disagree,,Agree,,Neutral,,,
2021/04/22 09:00:00,Heather Bullock,adavenport@yahoo.com,Heather Bullock,,2021/04/22,9:00:00,Chicago Courtroom 404,Kristen Jones,,,Christina Ramirez,Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Strongly Disagree,,Agree,,Strongly Agree,,Agree,,Disagree,,Neutral,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,was very understanding of folks,
2021/07/30 12:30:00,Joseph Vargas,bevans@solis.biz,Joseph Vargas,,2021/07/30,12:30:00,Chicago Courtroom 100,Joshua Hopkins,,,Jared Crawford,Neutral,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,,
2021/05/31 12:00:00,Teresa Sellers,andreamoses@gmail.com,Teresa Sellers,,2021/05/31,12:00:00,Chicago Courtroom 506,Anna Keith,,,,Neutral,,Disagree,,Agree,,Neutral,,Agree,,Neutral,,Agree,,Neutral,,Agree,,Strongly Agree,,Disagree,,Agree,,Strongly Agree,,Strongly Disagree,,Agree,,Strongly Disagree,,Everything seemed,
2021/04/01 12:30:00,Laura White,dannysolis@clarke-hernandez.biz,Laura White,,2021/04/01,12:30:00,Chicago Courtroom 100,John Moore,,,Jay Thomas,Disagree,,Strongly Disagree,,Agree,,Disagree,,Strongly Disagree,,Strongly Agree,,Strongly Disagree,,Neutral,,Agree,,Neutral,,Neutral,,Agree,,Strongly Disagree,,Agree,,Agree,,Agree,,The hearing went quickly,
2021/03/09 09:30:00,Ann Taylor,brownelizabeth@gmail.com,Ann Taylor,,2021/03/09,9:30:00,Chicago Courtroom 102,Kim Mills,,,Lori Archer,Agree,,Strongly Disagree,,Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,and the judge explained to defendant,
2021/05/21 09:30:00,Teresa Sellers,andreamoses@gmail.com,Teresa Sellers,,2021/05/21,9:30:00,Bridgeview Courtroom 101,,,,Stephen Sutton,Agree,,Disagree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,,Neutral,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Neutral,,Neutral,,Strongly Agree,,Neutral,,Neutral,,,
2021/04/12 11:00:00,Cynthia Holloway,vingram@yahoo.com,Cynthia Holloway,,2021/04/12,11:00:00,Chicago Courtroom 100,Brandon Burnett,,,,Strongly Disagree,,Agree,,Agree,,Neutral,,Agree,,Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Everything seemed,
